"parent_block_id_1","parent_block_id_2","parent_block_id_3","id","name"
"F40-F48",,,"F42","Obsessive-compulsive disorder"
"F40-F48",,,"F43","Reaction to severe stress, and adjustment disorders"
"F40-F48",,,"F44","Dissociative [conversion] disorders"
"F40-F48",,,"F45","Somatoform disorders"
"F40-F48",,,"F48","Other neurotic disorders"
"F50-F59",,,"F50","Eating disorders"
"F50-F59",,,"F51","Nonorganic sleep disorders"
"F50-F59",,,"F52","Sexual dysfunction, not caused by organic disorder or disease"
"F50-F59",,,"F53","Mental and behavioural disorders associated with the puerperium, not elsewhere classified"
"F50-F59",,,"F54","Psychological and behavioural factors associated with disorders or diseases classified elsewhere"
"F50-F59",,,"F55","Abuse of non-dependence-producing substances"
"F50-F59",,,"F59","Unspecified behavioural syndromes associated with physiological disturbances and physical factors"
"F60-F69",,,"F60","Specific personality disorders"
"F60-F69",,,"F61","Mixed and other personality disorders"
"F60-F69",,,"F62","Enduring personality changes, not attributable to brain damage and disease"
"F60-F69",,,"F63","Habit and impulse disorders"
"F60-F69",,,"F64","Gender identity disorders"
"F60-F69",,,"F65","Disorders of sexual preference"
"F60-F69",,,"F66","Psychological and behavioural disorders associated with sexual development and orientation"
"F60-F69",,,"F68","Other disorders of adult personality and behaviour"
"F60-F69",,,"F69","Unspecified disorder of adult personality and behaviour"
"F70-F79",,,"F70","Mild mental retardation"
"F70-F79",,,"F71","Moderate mental retardation"
"F70-F79",,,"F72","Severe mental retardation"
"F70-F79",,,"F73","Profound mental retardation"
"F70-F79",,,"F78","Other mental retardation"
"F70-F79",,,"F79","Unspecified mental retardation"
"F80-F89",,,"F80","Specific developmental disorders of speech and language"
"F80-F89",,,"F81","Specific developmental disorders of scholastic skills"
"F80-F89",,,"F82","Specific developmental disorder of motor function"
"F80-F89",,,"F83","Mixed specific developmental disorders"
"F80-F89",,,"F84","Pervasive developmental disorders"
"F80-F89",,,"F88","Other disorders of psychological development"
"F80-F89",,,"F89","Unspecified disorder of psychological development"
"F90-F98",,,"F90","Hyperkinetic disorders"
"F90-F98",,,"F91","Conduct disorders"
"F90-F98",,,"F92","Mixed disorders of conduct and emotions"
"F90-F98",,,"F93","Emotional disorders with onset specific to childhood"
"F90-F98",,,"F94","Disorders of social functioning with onset specific to childhood and adolescence"
"F90-F98",,,"F95","Tic disorders"
"F90-F98",,,"F98","Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence"
"F99-F99",,,"F99","Mental disorder, not otherwise specified"
"G00-G09",,,"G00","Bacterial meningitis, not elsewhere classified"
"G00-G09",,,"G01","Meningitis in bacterial diseases classified elsewhere"
"G00-G09",,,"G02","Meningitis in other infectious and parasitic diseases classified elsewhere"
"G00-G09",,,"G03","Meningitis due to other and unspecified causes"
"G00-G09",,,"G04","Encephalitis, myelitis and encephalomyelitis"
"G00-G09",,,"G05","Encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere"
"G00-G09",,,"G06","Intracranial and intraspinal abscess and granuloma"
"G00-G09",,,"G07","Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere"
"G00-G09",,,"G08","Intracranial and intraspinal phlebitis and thrombophlebitis"
"G00-G09",,,"G09","Sequelae of inflammatory diseases of central nervous system"
"G10-G14",,,"G10","Huntington disease"
"G10-G14",,,"G11","Hereditary ataxia"
"G10-G14",,,"G12","Spinal muscular atrophy and related syndromes"
"G10-G14",,,"G13","Systemic atrophies primarily affecting central nervous system in diseases classified elsewhere"
"G10-G14",,,"G14","Postpolio syndrome"
"G20-G26",,,"G20","Parkinson disease"
"G20-G26",,,"G21","Secondary parkinsonism"
"G20-G26",,,"G22","Parkinsonism in diseases classified elsewhere"
"G20-G26",,,"G23","Other degenerative diseases of basal ganglia"
"G20-G26",,,"G24","Dystonia"
"G20-G26",,,"G25","Other extrapyramidal and movement disorders"
"G20-G26",,,"G26","Extrapyramidal and movement disorders in diseases classified elsewhere"
"G30-G32",,,"G30","Alzheimer disease"
"G30-G32",,,"G31","Other degenerative diseases of nervous system, not elsewhere classified"
"G30-G32",,,"G32","Other degenerative disorders of nervous system in diseases classified elsewhere"
"G35-G37",,,"G35","Multiple sclerosis"
"G35-G37",,,"G36","Other acute disseminated demyelination"
"G35-G37",,,"G37","Other demyelinating diseases of central nervous system"
"G40-G47",,,"G40","Epilepsy"
"G40-G47",,,"G41","Status epilepticus"
"G40-G47",,,"G43","Migraine"
"G40-G47",,,"G44","Other headache syndromes"
"G40-G47",,,"G45","Transient cerebral ischaemic attacks and related syndromes"
"G40-G47",,,"G46","Vascular syndromes of brain in cerebrovascular diseases"
"G40-G47",,,"G47","Sleep disorders"
"G50-G59",,,"G50","Disorders of trigeminal nerve"
"G50-G59",,,"G51","Facial nerve disorders"
"G50-G59",,,"G52","Disorders of other cranial nerves"
"G50-G59",,,"G53","Cranial nerve disorders in diseases classified elsewhere"
"G50-G59",,,"G54","Nerve root and plexus disorders"
"G50-G59",,,"G55","Nerve root and plexus compressions in diseases classified elsewhere"
"G50-G59",,,"G56","Mononeuropathies of upper limb"
"G50-G59",,,"G57","Mononeuropathies of lower limb"
"G50-G59",,,"G58","Other mononeuropathies"
"G50-G59",,,"G59","Mononeuropathy in diseases classified elsewhere"
"G60-G64",,,"G60","Hereditary and idiopathic neuropathy"
"G60-G64",,,"G61","Inflammatory polyneuropathy"
"G60-G64",,,"G62","Other polyneuropathies"
"G60-G64",,,"G63","Polyneuropathy in diseases classified elsewhere"
"G60-G64",,,"G64","Other disorders of peripheral nervous system"
"G70-G73",,,"G70","Myasthenia gravis and other myoneural disorders"
"G70-G73",,,"G71","Primary disorders of muscles"
"G70-G73",,,"G72","Other myopathies"
"G70-G73",,,"G73","Disorders of myoneural junction and muscle in diseases classified elsewhere"
"G80-G83",,,"G80","Cerebral palsy"
"G80-G83",,,"G81","Hemiplegia"
"G80-G83",,,"G82","Paraplegia and tetraplegia"
"G80-G83",,,"G83","Other paralytic syndromes"
"G90-G99",,,"G90","Disorders of autonomic nervous system"
"G90-G99",,,"G91","Hydrocephalus"
"G90-G99",,,"G92","Toxic encephalopathy"
"G90-G99",,,"G93","Other disorders of brain"
"G90-G99",,,"G94","Other disorders of brain in diseases classified elsewhere"
"G90-G99",,,"G95","Other diseases of spinal cord"
"G90-G99",,,"G96","Other disorders of central nervous system"
"G90-G99",,,"G97","Postprocedural disorders of nervous system, not elsewhere classified"
"G90-G99",,,"G98","Other disorders of nervous system, not elsewhere classified"
"G90-G99",,,"G99","Other disorders of nervous system in diseases classified elsewhere"
"H00-H06",,,"H00","Hordeolum and chalazion"
"H00-H06",,,"H01","Other inflammation of eyelid"
"H00-H06",,,"H02","Other disorders of eyelid"
"H00-H06",,,"H03","Disorders of eyelid in diseases classified elsewhere"
"H00-H06",,,"H04","Disorders of lacrimal system"
"H00-H06",,,"H05","Disorders of orbit"
"H00-H06",,,"H06","Disorders of lacrimal system and orbit in diseases classified elsewhere"
"H10-H13",,,"H10","Conjunctivitis"
"H10-H13",,,"H11","Other disorders of conjunctiva"
"H10-H13",,,"H13","Disorders of conjunctiva in diseases classified elsewhere"
"H15-H22",,,"H15","Disorders of sclera"
"H15-H22",,,"H16","Keratitis"
"H15-H22",,,"H17","Corneal scars and opacities"
"H15-H22",,,"H18","Other disorders of cornea"
"H15-H22",,,"H19","Disorders of sclera and cornea in diseases classified elsewhere"
"H15-H22",,,"H20","Iridocyclitis"
"H15-H22",,,"H21","Other disorders of iris and ciliary body"
"H15-H22",,,"H22","Disorders of iris and ciliary body in diseases classified elsewhere"
"H25-H28",,,"H25","Senile cataract"
"H25-H28",,,"H26","Other cataract"
"H25-H28",,,"H27","Other disorders of lens"
"H25-H28",,,"H28","Cataract and other disorders of lens in diseases classified elsewhere"
"H30-H36",,,"H30","Chorioretinal inflammation"
"H30-H36",,,"H31","Other disorders of choroid"
"H30-H36",,,"H32","Chorioretinal disorders in diseases classified elsewhere"
"H30-H36",,,"H33","Retinal detachments and breaks"
"H30-H36",,,"H34","Retinal vascular occlusions"
"H30-H36",,,"H35","Other retinal disorders"
"H30-H36",,,"H36","Retinal disorders in diseases classified elsewhere"
"H40-H42",,,"H40","Glaucoma"
"H40-H42",,,"H42","Glaucoma in diseases classified elsewhere"
"H43-H45",,,"H43","Disorders of vitreous body"
"H43-H45",,,"H44","Disorders of globe"
"H43-H45",,,"H45","Disorders of vitreous body and globe in diseases classified elsewhere"
"H46-H48",,,"H46","Optic neuritis"
"H46-H48",,,"H47","Other disorders of optic [2nd] nerve and visual pathways"
"H46-H48",,,"H48","Disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere"
"H49-H52",,,"H49","Paralytic strabismus"
"H49-H52",,,"H50","Other strabismus"
"H49-H52",,,"H51","Other disorders of binocular movement"
"H49-H52",,,"H52","Disorders of refraction and accommodation"
"H53-H54",,,"H53","Visual disturbances"
"H53-H54",,,"H54","Visual impairment including blindness (binocular or monocular)"
"H55-H59",,,"H55","Nystagmus and other irregular eye movements"
"H55-H59",,,"H57","Other disorders of eye and adnexa"
"H55-H59",,,"H58","Other disorders of eye and adnexa in diseases classified elsewhere"
"H55-H59",,,"H59","Postprocedural disorders of eye and adnexa, not elsewhere classified"
"H60-H62",,,"H60","Otitis externa"
"H60-H62",,,"H61","Other disorders of external ear"
"H60-H62",,,"H62","Disorders of external ear in diseases classified elsewhere"
"H65-H75",,,"H65","Nonsuppurative otitis media"
"H65-H75",,,"H66","Suppurative and unspecified otitis media"
"H65-H75",,,"H67","Otitis media in diseases classified elsewhere"
"H65-H75",,,"H68","Eustachian salpingitis and obstruction"
"H65-H75",,,"H69","Other disorders of Eustachian tube"
"H65-H75",,,"H70","Mastoiditis and related conditions"
"H65-H75",,,"H71","Cholesteatoma of middle ear"
"H65-H75",,,"H72","Perforation of tympanic membrane"
"H65-H75",,,"H73","Other disorders of tympanic membrane"
"H65-H75",,,"H74","Other disorders of middle ear and mastoid"
"H65-H75",,,"H75","Other disorders of middle ear and mastoid in diseases classified elsewhere"
"H80-H83",,,"H80","Otosclerosis"
"H80-H83",,,"H81","Disorders of vestibular function"
"H80-H83",,,"H82","Vertiginous syndromes in diseases classified elsewhere"
"H80-H83",,,"H83","Other diseases of inner ear"
"H90-H95",,,"H90","Conductive and sensorineural hearing loss"
"H90-H95",,,"H91","Other hearing loss"
"H90-H95",,,"H92","Otalgia and effusion of ear"
"H90-H95",,,"H93","Other disorders of ear, not elsewhere classified"
"H90-H95",,,"H94","Other disorders of ear in diseases classified elsewhere"
"H90-H95",,,"H95","Postprocedural disorders of ear and mastoid process, not elsewhere classified"
"I00-I02",,,"I00","Rheumatic fever without mention of heart involvement"
"I00-I02",,,"I01","Rheumatic fever with heart involvement"
"I00-I02",,,"I02","Rheumatic chorea"
"I05-I09",,,"I05","Rheumatic mitral valve diseases"
"I05-I09",,,"I06","Rheumatic aortic valve diseases"
"I05-I09",,,"I07","Rheumatic tricuspid valve diseases"
"I05-I09",,,"I08","Multiple valve diseases"
"I05-I09",,,"I09","Other rheumatic heart diseases"
"I10-I15",,,"I10","Essential (primary) hypertension"
"I10-I15",,,"I11","Hypertensive heart disease"
"I10-I15",,,"I12","Hypertensive renal disease"
"I10-I15",,,"I13","Hypertensive heart and renal disease"
"I10-I15",,,"I15","Secondary hypertension"
"I20-I25",,,"I20","Angina pectoris"
"I20-I25",,,"I21","Acute myocardial infarction"
"I20-I25",,,"I22","Subsequent myocardial infarction"
"I20-I25",,,"I23","Certain current complications following acute myocardial infarction"
"I20-I25",,,"I24","Other acute ischaemic heart diseases"
"I20-I25",,,"I25","Chronic ischaemic heart disease"
"I26-I28",,,"I26","Pulmonary embolism"
"I26-I28",,,"I27","Other pulmonary heart diseases"
"I26-I28",,,"I28","Other diseases of pulmonary vessels"
"I30-I52",,,"I30","Acute pericarditis"
"I30-I52",,,"I31","Other diseases of pericardium"
"I30-I52",,,"I32","Pericarditis in diseases classified elsewhere"
"I30-I52",,,"I33","Acute and subacute endocarditis"
"I30-I52",,,"I34","Nonrheumatic mitral valve disorders"
"I30-I52",,,"I35","Nonrheumatic aortic valve disorders"
"I30-I52",,,"I36","Nonrheumatic tricuspid valve disorders"
"I30-I52",,,"I37","Pulmonary valve disorders"
"I30-I52",,,"I38","Endocarditis, valve unspecified"
"I30-I52",,,"I39","Endocarditis and heart valve disorders in diseases classified elsewhere"
"I30-I52",,,"I40","Acute myocarditis"
"I30-I52",,,"I41","Myocarditis in diseases classified elsewhere"
"I30-I52",,,"I42","Cardiomyopathy"
"I30-I52",,,"I43","Cardiomyopathy in diseases classified elsewhere"
"I30-I52",,,"I44","Atrioventricular and left bundle-branch block"
"I30-I52",,,"I45","Other conduction disorders"
"I30-I52",,,"I46","Cardiac arrest"
"I30-I52",,,"I47","Paroxysmal tachycardia"
"I30-I52",,,"I48","Atrial fibrillation and flutter"
"I30-I52",,,"I49","Other cardiac arrhythmias"
"I30-I52",,,"I50","Heart failure"
"I30-I52",,,"I51","Complications and ill-defined descriptions of heart disease"
"I30-I52",,,"I52","Other heart disorders in diseases classified elsewhere"
"I60-I69",,,"I60","Subarachnoid haemorrhage"
"I60-I69",,,"I61","Intracerebral haemorrhage"
"I60-I69",,,"I62","Other nontraumatic intracranial haemorrhage"
"I60-I69",,,"I63","Cerebral infarction"
"I60-I69",,,"I64","Stroke, not specified as haemorrhage or infarction"
"I60-I69",,,"I65","Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction"
"I60-I69",,,"I66","Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction"
"I60-I69",,,"I67","Other cerebrovascular diseases"
"I60-I69",,,"I68","Cerebrovascular disorders in diseases classified elsewhere"
"I60-I69",,,"I69","Sequelae of cerebrovascular disease"
"I70-I79",,,"I70","Atherosclerosis"
"I70-I79",,,"I71","Aortic aneurysm and dissection"
"I70-I79",,,"I72","Other aneurysm and dissection"
"I70-I79",,,"I73","Other peripheral vascular diseases"
"I70-I79",,,"I74","Arterial embolism and thrombosis"
"I70-I79",,,"I77","Other disorders of arteries and arterioles"
"I70-I79",,,"I78","Diseases of capillaries"
"I70-I79",,,"I79","Disorders of arteries, arterioles and capillaries in diseases classified elsewhere"
"I80-I89",,,"I80","Phlebitis and thrombophlebitis"
"I80-I89",,,"I81","Portal vein thrombosis"
"I80-I89",,,"I82","Other venous embolism and thrombosis"
"I80-I89",,,"I83","Varicose veins of lower extremities"
"I80-I89",,,"I85","Oesophageal varices"
"I80-I89",,,"I86","Varicose veins of other sites"
"I80-I89",,,"I87","Other disorders of veins"
"I80-I89",,,"I88","Nonspecific lymphadenitis"
"I80-I89",,,"I89","Other noninfective disorders of lymphatic vessels and lymph nodes"
"I95-I99",,,"I95","Hypotension"
"I95-I99",,,"I97","Postprocedural disorders of circulatory system, not elsewhere classified"
"I95-I99",,,"I98","Other disorders of circulatory system in diseases classified elsewhere"
"I95-I99",,,"I99","Other and unspecified disorders of circulatory system"
"J00-J06",,,"J00","Acute nasopharyngitis [common cold]"
"J00-J06",,,"J01","Acute sinusitis"
"J00-J06",,,"J02","Acute pharyngitis"
"J00-J06",,,"J03","Acute tonsillitis"
"J00-J06",,,"J04","Acute laryngitis and tracheitis"
"J00-J06",,,"J05","Acute obstructive laryngitis [croup] and epiglottitis"
"J00-J06",,,"J06","Acute upper respiratory infections of multiple and unspecified sites"
"J09-J18",,,"J09","Influenza due to identified zoonotic or pandemic influenza virus"
"J09-J18",,,"J10","Influenza due to identified seasonal influenza virus"
"J09-J18",,,"J11","Influenza, virus not identified"
"J09-J18",,,"J12","Viral pneumonia, not elsewhere classified"
"J09-J18",,,"J13","Pneumonia due to Streptococcus pneumoniae"
"J09-J18",,,"J14","Pneumonia due to Haemophilus influenzae"
"J09-J18",,,"J15","Bacterial pneumonia, not elsewhere classified"
"J09-J18",,,"J16","Pneumonia due to other infectious organisms, not elsewhere classified"
"J09-J18",,,"J17","Pneumonia in diseases classified elsewhere"
"J09-J18",,,"J18","Pneumonia, organism unspecified"
"J20-J22",,,"J20","Acute bronchitis"
"J20-J22",,,"J21","Acute bronchiolitis"
"J20-J22",,,"J22","Unspecified acute lower respiratory infection"
"J30-J39",,,"J30","Vasomotor and allergic rhinitis"
"J30-J39",,,"J31","Chronic rhinitis, nasopharyngitis and pharyngitis"
"J30-J39",,,"J32","Chronic sinusitis"
"J30-J39",,,"J33","Nasal polyp"
"J30-J39",,,"J34","Other disorders of nose and nasal sinuses"
"J30-J39",,,"J35","Chronic diseases of tonsils and adenoids"
"J30-J39",,,"J36","Peritonsillar abscess"
"J30-J39",,,"J37","Chronic laryngitis and laryngotracheitis"
"J30-J39",,,"J38","Diseases of vocal cords and larynx, not elsewhere classified"
"J30-J39",,,"J39","Other diseases of upper respiratory tract"
"J40-J47",,,"J40","Bronchitis, not specified as acute or chronic"
"J40-J47",,,"J41","Simple and mucopurulent chronic bronchitis"
"J40-J47",,,"J42","Unspecified chronic bronchitis"
"J40-J47",,,"J43","Emphysema"
"J40-J47",,,"J44","Other chronic obstructive pulmonary disease"
"J40-J47",,,"J45","Asthma"
"J40-J47",,,"J46","Status asthmaticus"
"J40-J47",,,"J47","Bronchiectasis"
"J60-J70",,,"J60","Coalworker pneumoconiosis"
"J60-J70",,,"J61","Pneumoconiosis due to asbestos and other mineral fibres"
"J60-J70",,,"J62","Pneumoconiosis due to dust containing silica"
"J60-J70",,,"J63","Pneumoconiosis due to other inorganic dusts"
"J60-J70",,,"J64","Unspecified pneumoconiosis"
"J60-J70",,,"J65","Pneumoconiosis associated with tuberculosis"
"J60-J70",,,"J66","Airway disease due to specific organic dust"
"J60-J70",,,"J67","Hypersensitivity pneumonitis due to organic dust"
"J60-J70",,,"J68","Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours"
"J60-J70",,,"J69","Pneumonitis due to solids and liquids"
"J60-J70",,,"J70","Respiratory conditions due to other external agents"
"J80-J84",,,"J80","Adult respiratory distress syndrome"
"J80-J84",,,"J81","Pulmonary oedema"
"J80-J84",,,"J82","Pulmonary eosinophilia, not elsewhere classified"
"J80-J84",,,"J84","Other interstitial pulmonary diseases"
"J85-J86",,,"J85","Abscess of lung and mediastinum"
"J85-J86",,,"J86","Pyothorax"
"J90-J94",,,"J90","Pleural effusion, not elsewhere classified"
"J90-J94",,,"J91","Pleural effusion in conditions classified elsewhere"
"J90-J94",,,"J92","Pleural plaque"
"J90-J94",,,"J93","Pneumothorax"
"J90-J94",,,"J94","Other pleural conditions"
"J95-J99",,,"J95","Postprocedural respiratory disorders, not elsewhere classified"
"J95-J99",,,"J96","Respiratory failure, not elsewhere classified"
"J95-J99",,,"J98","Other respiratory disorders"
"J95-J99",,,"J99","Respiratory disorders in diseases classified elsewhere"
"K00-K14",,,"K00","Disorders of tooth development and eruption"
"K00-K14",,,"K01","Embedded and impacted teeth"
"K00-K14",,,"K02","Dental caries"
"K00-K14",,,"K03","Other diseases of hard tissues of teeth"
"K00-K14",,,"K04","Diseases of pulp and periapical tissues"
"K00-K14",,,"K05","Gingivitis and periodontal diseases"
"K00-K14",,,"K06","Other disorders of gingiva and edentulous alveolar ridge"
"K00-K14",,,"K07","Dentofacial anomalies [including malocclusion]"
"K00-K14",,,"K08","Other disorders of teeth and supporting structures"
"K00-K14",,,"K09","Cysts of oral region, not elsewhere classified"
"K00-K14",,,"K10","Other diseases of jaws"
"K00-K14",,,"K11","Diseases of salivary glands"
"K00-K14",,,"K12","Stomatitis and related lesions"
"K00-K14",,,"K13","Other diseases of lip and oral mucosa"
"K00-K14",,,"K14","Diseases of tongue"
"K20-K31",,,"K20","Oesophagitis"
"K20-K31",,,"K21","Gastro-oesophageal reflux disease"
"K20-K31",,,"K22","Other diseases of oesophagus"
"K20-K31",,,"K23","Disorders of oesophagus in diseases classified elsewhere"
"K20-K31",,,"K25","Gastric ulcer"
"K20-K31",,,"K26","Duodenal ulcer"
"K20-K31",,,"K27","Peptic ulcer, site unspecified"
"K20-K31",,,"K28","Gastrojejunal ulcer"
"K20-K31",,,"K29","Gastritis and duodenitis"
"K20-K31",,,"K30","Functional dyspepsia"
"K20-K31",,,"K31","Other diseases of stomach and duodenum"
"K35-K38",,,"K35","Acute appendicitis"
"K35-K38",,,"K36","Other appendicitis"
"K35-K38",,,"K37","Unspecified appendicitis"
"K35-K38",,,"K38","Other diseases of appendix"
"K40-K46",,,"K40","Inguinal hernia"
"K40-K46",,,"K41","Femoral hernia"
"K40-K46",,,"K42","Umbilical hernia"
"K40-K46",,,"K43","Ventral hernia"
"K40-K46",,,"K44","Diaphragmatic hernia"
"K40-K46",,,"K45","Other abdominal hernia"
"K40-K46",,,"K46","Unspecified abdominal hernia"
"K50-K52",,,"K50","Crohn disease [regional enteritis]"
"K50-K52",,,"K51","Ulcerative colitis"
"K50-K52",,,"K52","Other noninfective gastroenteritis and colitis"
"K55-K64",,,"K55","Vascular disorders of intestine"
"K55-K64",,,"K56","Paralytic ileus and intestinal obstruction without hernia"
"K55-K64",,,"K57","Diverticular disease of intestine"
"K55-K64",,,"K58","Irritable bowel syndrome"
"K55-K64",,,"K59","Other functional intestinal disorders"
"K55-K64",,,"K60","Fissure and fistula of anal and rectal regions"
"K55-K64",,,"K61","Abscess of anal and rectal regions"
"K55-K64",,,"K62","Other diseases of anus and rectum"
"K55-K64",,,"K63","Other diseases of intestine"
"K55-K64",,,"K64","Haemorrhoids and perianal venous thrombosis"
"K65-K67",,,"K65","Peritonitis"
"K65-K67",,,"K66","Other disorders of peritoneum"
"K65-K67",,,"K67","Disorders of peritoneum in infectious diseases classified elsewhere"
"K70-K77",,,"K70","Alcoholic liver disease"
"K70-K77",,,"K71","Toxic liver disease"
"K70-K77",,,"K72","Hepatic failure, not elsewhere classified"
"K70-K77",,,"K73","Chronic hepatitis, not elsewhere classified"
"K70-K77",,,"K74","Fibrosis and cirrhosis of liver"
"K70-K77",,,"K75","Other inflammatory liver diseases"
"K70-K77",,,"K76","Other diseases of liver"
"K70-K77",,,"K77","Liver disorders in diseases classified elsewhere"
"K80-K87",,,"K80","Cholelithiasis"
"K80-K87",,,"K81","Cholecystitis"
"K80-K87",,,"K82","Other diseases of gallbladder"
"K80-K87",,,"K83","Other diseases of biliary tract"
"K80-K87",,,"K85","Acute pancreatitis"
"K80-K87",,,"K86","Other diseases of pancreas"
"K80-K87",,,"K87","Disorders of gallbladder, biliary tract and pancreas in diseases classified elsewhere"
"K90-K93",,,"K90","Intestinal malabsorption"
"K90-K93",,,"K91","Postprocedural disorders of digestive system, not elsewhere classified"
"K90-K93",,,"K92","Other diseases of digestive system"
"K90-K93",,,"K93","Disorders of other digestive organs in diseases classified elsewhere"
"L00-L08",,,"L00","Staphylococcal scalded skin syndrome"
"L00-L08",,,"L01","Impetigo"
"L00-L08",,,"L02","Cutaneous abscess, furuncle and carbuncle"
"L00-L08",,,"L03","Cellulitis"
"L00-L08",,,"L04","Acute lymphadenitis"
"L00-L08",,,"L05","Pilonidal cyst"
"L00-L08",,,"L08","Other local infections of skin and subcutaneous tissue"
"L10-L14",,,"L10","Pemphigus"
"L10-L14",,,"L11","Other acantholytic disorders"
"L10-L14",,,"L12","Pemphigoid"
"L10-L14",,,"L13","Other bullous disorders"
"L10-L14",,,"L14","Bullous disorders in diseases classified elsewhere"
"L20-L30",,,"L20","Atopic dermatitis"
"L20-L30",,,"L21","Seborrhoeic dermatitis"
"L20-L30",,,"L22","Diaper [napkin] dermatitis"
"L20-L30",,,"L23","Allergic contact dermatitis"
"L20-L30",,,"L24","Irritant contact dermatitis"
"L20-L30",,,"L25","Unspecified contact dermatitis"
"L20-L30",,,"L26","Exfoliative dermatitis"
"L20-L30",,,"L27","Dermatitis due to substances taken internally"
"L20-L30",,,"L28","Lichen simplex chronicus and prurigo"
"L20-L30",,,"L29","Pruritus"
"L20-L30",,,"L30","Other dermatitis"
"L40-L45",,,"L40","Psoriasis"
"L40-L45",,,"L41","Parapsoriasis"
"L40-L45",,,"L42","Pityriasis rosea"
"L40-L45",,,"L43","Lichen planus"
"L40-L45",,,"L44","Other papulosquamous disorders"
"L40-L45",,,"L45","Papulosquamous disorders in diseases classified elsewhere"
"L50-L54",,,"L50","Urticaria"
"L50-L54",,,"L51","Erythema multiforme"
"L50-L54",,,"L52","Erythema nodosum"
"L50-L54",,,"L53","Other erythematous conditions"
"L50-L54",,,"L54","Erythema in diseases classified elsewhere"
"L55-L59",,,"L55","Sunburn"
"L55-L59",,,"L56","Other acute skin changes due to ultraviolet radiation"
"L55-L59",,,"L57","Skin changes due to chronic exposure to nonionizing radiation"
"L55-L59",,,"L58","Radiodermatitis"
"L55-L59",,,"L59","Other disorders of skin and subcutaneous tissue related to radiation"
"L60-L75",,,"L60","Nail disorders"
"L60-L75",,,"L62","Nail disorders in diseases classified elsewhere"
"L60-L75",,,"L63","Alopecia areata"
"L60-L75",,,"L64","Androgenic alopecia"
"L60-L75",,,"L65","Other nonscarring hair loss"
"L60-L75",,,"L66","Cicatricial alopecia [scarring hair loss]"
"L60-L75",,,"L67","Hair colour and hair shaft abnormalities"
"L60-L75",,,"L68","Hypertrichosis"
"L60-L75",,,"L70","Acne"
"L60-L75",,,"L71","Rosacea"
"L60-L75",,,"L72","Follicular cysts of skin and subcutaneous tissue"
"L60-L75",,,"L73","Other follicular disorders"
"L60-L75",,,"L74","Eccrine sweat disorders"
"L60-L75",,,"L75","Apocrine sweat disorders"
"L80-L99",,,"L80","Vitiligo"
"L80-L99",,,"L81","Other disorders of pigmentation"
"L80-L99",,,"L82","Seborrhoeic keratosis"
"L80-L99",,,"L83","Acanthosis nigricans"
"L80-L99",,,"L84","Corns and callosities"
"L80-L99",,,"L85","Other epidermal thickening"
"L80-L99",,,"L86","Keratoderma in diseases classified elsewhere"
"L80-L99",,,"L87","Transepidermal elimination disorders"
"L80-L99",,,"L88","Pyoderma gangrenosum"
"L80-L99",,,"L89","Decubitus ulcer and pressure area"
"L80-L99",,,"L90","Atrophic disorders of skin"
"L80-L99",,,"L91","Hypertrophic disorders of skin"
"L80-L99",,,"L92","Granulomatous disorders of skin and subcutaneous tissue"
"L80-L99",,,"L93","Lupus erythematosus"
"L80-L99",,,"L94","Other localized connective tissue disorders"
"L80-L99",,,"L95","Vasculitis limited to skin, not elsewhere classified"
"L80-L99",,,"L97","Ulcer of lower limb, not elsewhere classified"
"L80-L99",,,"L98","Other disorders of skin and subcutaneous tissue, not elsewhere classified"
"L80-L99",,,"L99","Other disorders of skin and subcutaneous tissue in diseases classified elsewhere"
"M00-M03","M00-M25",,"M00","Pyogenic arthritis"
"M00-M03","M00-M25",,"M01","Direct infections of joint in infectious and parasitic diseases classified elsewhere"
"M00-M03","M00-M25",,"M02","Reactive arthropathies"
"M00-M03","M00-M25",,"M03","Postinfective and reactive arthropathies in diseases classified elsewhere"
"M05-M14","M00-M25",,"M05","Seropositive rheumatoid arthritis"
"M05-M14","M00-M25",,"M06","Other rheumatoid arthritis"
"M05-M14","M00-M25",,"M07","Psoriatic and enteropathic arthropathies"
"M05-M14","M00-M25",,"M08","Juvenile arthritis"
"M05-M14","M00-M25",,"M09","Juvenile arthritis in diseases classified elsewhere"
"M05-M14","M00-M25",,"M10","Gout"
"M05-M14","M00-M25",,"M11","Other crystal arthropathies"
"M05-M14","M00-M25",,"M12","Other specific arthropathies"
"M05-M14","M00-M25",,"M13","Other arthritis"
"M05-M14","M00-M25",,"M14","Arthropathies in other diseases classified elsewhere"
"M15-M19","M00-M25",,"M15","Polyarthrosis"
"M15-M19","M00-M25",,"M16","Coxarthrosis [arthrosis of hip]"
"M15-M19","M00-M25",,"M17","Gonarthrosis [arthrosis of knee]"
"M15-M19","M00-M25",,"M18","Arthrosis of first carpometacarpal joint"
"M15-M19","M00-M25",,"M19","Other arthrosis"
